ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2022,5.014,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2022,2.437,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2022,55.208,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2022,4.639,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2022,2.255,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2022,68.832,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2022,5.784,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2022,2.811,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2021,58.049,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2021,4.927,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2021,2.417,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2021,51.424,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2021,4.365,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2021,2.141,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2021,70.271,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2021,5.964,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2021,2.926,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2020,62.325,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2020,5.38,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2020,2.535,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2020,51.744,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2020,4.466,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2020,2.105,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2020,81.354,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2020,7.022,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2020,3.309,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2019,40.281,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2019,3.523,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2019,1.644,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2019,37.166,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2019,3.251,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2019,1.516,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2019,46.412,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2019,4.06,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2019,1.894,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2018,36.764,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2018,3.298,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2018,1.538,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2018,34.148,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2018,3.063,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2018,1.429,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2018,42.052,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2018,3.772,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2018,1.759,Break in series,,Currency: HND - Lempira (HNL) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2017,38.263,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2017,3.584,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2017,1.629,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2017,36.088,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2017,3.38,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2017,1.536,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2017,42.599,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2017,3.99,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2017,1.814,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2016,38.531,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2016,3.672,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2016,1.687,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2016,35.866,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2016,3.418,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2016,1.571,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2016,43.552,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2016,4.151,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2016,1.907,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2015,37.292,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2015,3.513,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2015,1.699,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2015,34.35,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2015,3.236,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2015,1.565,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2015,42.874,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2015,4.039,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2015,1.954,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2014,37.434,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2014,3.535,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2014,1.784,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2014,34.325,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2014,3.241,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2014,1.636,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2014,43.216,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2014,4.081,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2014,2.059,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2024,56.839,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2024,4.923,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2024,3.105,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2024,56.826,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2024,4.922,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2024,3.104,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2024,56.857,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2024,4.925,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2024,3.106,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2023,50.797,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2023,4.746,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2023,2.86,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2023,50.945,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2023,4.76,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2023,2.869,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2023,50.577,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2023,4.726,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2023,2.848,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2022,45.702,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2022,4.231,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2022,2.271,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2022,45.387,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2022,4.201,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2022,2.255,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2022,46.191,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2022,4.276,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2022,2.295,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2021,44.163,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2021,3.94,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2021,2.179,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2021,43.389,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2021,3.871,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2021,2.14,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2021,45.41,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2021,4.051,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2021,2.24,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2020,43.283,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2020,3.877,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2020,2.014,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2020,42.22,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2020,3.781,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2020,1.965,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2020,44.991,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2020,4.029,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2020,2.094,Break in series,,Currency: MEX - New Peso (MXN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2019,37.431,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mexico,LFS - National Occupation and Employment Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2019,3.474,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
